v,imgt,species,added,
TRGV8-3,TRGV8-3*01,Bos_taurus,NA,
TRGV8-3,TRGV8-3*02,Bos_taurus,NA,
TRGV8-4,TRGV8-4*01,Bos_taurus,NA,
TRGV9-1,TRGV9-1*01,Bos_taurus,NA,
TRGV9-2,TRGV9-2*01,Bos_taurus,NA,
IGKV1-12,IGKV1-12*01,Camelus_dromedarius,NA,
IGKV1-26,IGKV1-26*01,Camelus_dromedarius,NA,
IGKV1-29,IGKV1-29*01,Camelus_dromedarius,NA,
IGKV1-7,IGKV1-7*01,Camelus_dromedarius,NA,
IGKV2-13,IGKV2-13*01,Camelus_dromedarius,NA,
IGKV2-28,IGKV2-28*01,Camelus_dromedarius,NA,
IGKV2-30,IGKV2-30*01,Camelus_dromedarius,NA,
IGKV4-4,IGKV4-4*01,Camelus_dromedarius,NA,
IGKV5-2,IGKV5-2*01,Camelus_dromedarius,NA,
IGKV6-11,IGKV6-11*01,Camelus_dromedarius,NA,
IGKV7-5,IGKV7-5*01,Camelus_dromedarius,NA,
IGKV8-10,IGKV8-10*01,Camelus_dromedarius,NA,
IGKV9-27,IGKV9-27*01,Camelus_dromedarius,NA,
TRAV33S1,TRAV33S1*01,Camelus_dromedarius,NA,
TRAV33S2,TRAV33S2*01,Camelus_dromedarius,NA,
TRAV33S3,TRAV33S3*01,Camelus_dromedarius,NA,
TRBV10,TRBV10*01,Camelus_dromedarius,NA,
TRBV15S1,TRBV15S1*01,Camelus_dromedarius,NA,
TRBV15S2,TRBV15S2*01,Camelus_dromedarius,NA,
TRBV19,TRBV19*01,Camelus_dromedarius,NA,
TRBV2,TRBV2*01,Camelus_dromedarius,NA,
TRBV20,TRBV20*01,Camelus_dromedarius,NA,
TRBV21S1,TRBV21S1*01,Camelus_dromedarius,NA,
TRBV21S2,TRBV21S2*01,Camelus_dromedarius,NA,
TRBV21S3,TRBV21S3*01,Camelus_dromedarius,NA,
TRBV29,TRBV29*01,Camelus_dromedarius,NA,
TRBV5S1,TRBV5S1*01,Camelus_dromedarius,NA,
TRBV5S2,TRBV5S2*01,Camelus_dromedarius,NA,
TRBV5S3,TRBV5S3*01,Camelus_dromedarius,NA,
TRBV6,TRBV6*01,Camelus_dromedarius,NA,
TRBV7S1,TRBV7S1*01,Camelus_dromedarius,NA,
TRBV7S2,TRBV7S2*01,Camelus_dromedarius,NA,
TRBV8,TRBV8*01,Camelus_dromedarius,NA,
TRDV1S1,TRDV1S1*02,Camelus_dromedarius,NA,
TRDV1S2,TRDV1S2*02,Camelus_dromedarius,NA,
TRDV1S3,TRDV1S3*01,Camelus_dromedarius,NA,
TRDV1S4,TRDV1S4*02,Camelus_dromedarius,NA,
TRDV1S6,TRDV1S6*01,Camelus_dromedarius,NA,
TRDV3S1,TRDV3S1*01,Camelus_dromedarius,NA,
TRGV1,TRGV1*01,Camelus_dromedarius,NA,
TRGV2,TRGV2*01,Camelus_dromedarius,NA,
IGHV1-15,IGHV1-15*01,Canis_lupus_familiaris,NA,
IGHV3-10,IGHV3-10*01,Canis_lupus_familiaris,NA,
IGHV3-13,IGHV3-13*01,Canis_lupus_familiaris,NA,
IGHV3-14,IGHV3-14*01,Canis_lupus_familiaris,NA,
IGHV3-16,IGHV3-16*01,Canis_lupus_familiaris,NA,
IGHV3-18,IGHV3-18*01,Canis_lupus_familiaris,NA,
IGHV3-19,IGHV3-19*01,Canis_lupus_familiaris,NA,
IGHV3-2,IGHV3-2*01,Canis_lupus_familiaris,NA,
IGHV3-21,IGHV3-21*01,Canis_lupus_familiaris,NA,
IGHV3-21-1,IGHV3-21-1*01,Canis_lupus_familiaris,NA,
IGHV3-23,IGHV3-23*01,Canis_lupus_familiaris,NA,
IGHV3-24,IGHV3-24*01,Canis_lupus_familiaris,NA,
IGHV3-25,IGHV3-25*01,Canis_lupus_familiaris,NA,
IGHV3-26,IGHV3-26*01,Canis_lupus_familiaris,NA,
IGHV3-3,IGHV3-3*01,Canis_lupus_familiaris,NA,
IGHV3-31,IGHV3-31*01,Canis_lupus_familiaris,NA,
IGHV3-32,IGHV3-32*01,Canis_lupus_familiaris,NA,
IGHV3-33,IGHV3-33*01,Canis_lupus_familiaris,NA,
IGHV3-34,IGHV3-34*01,Canis_lupus_familiaris,NA,
IGHV3-35,IGHV3-35*01,Canis_lupus_familiaris,NA,
IGHV3-36,IGHV3-36*01,Canis_lupus_familiaris,NA,
IGHV3-37,IGHV3-37*01,Canis_lupus_familiaris,NA,
IGHV3-38,IGHV3-38*01,Canis_lupus_familiaris,NA,
IGHV3-39,IGHV3-39*01,Canis_lupus_familiaris,NA,
IGHV3-41,IGHV3-41*01,Canis_lupus_familiaris,NA,
IGHV3-43,IGHV3-43*01,Canis_lupus_familiaris,NA,
IGHV3-44,IGHV3-44*01,Canis_lupus_familiaris,NA,
IGHV3-45,IGHV3-45*01,Canis_lupus_familiaris,NA,
IGHV3-46,IGHV3-46*01,Canis_lupus_familiaris,NA,
IGHV3-47,IGHV3-47*01,Canis_lupus_familiaris,NA,
IGHV3-47-1,IGHV3-47-1*01,Canis_lupus_familiaris,NA,
IGHV3-5,IGHV3-5*01,Canis_lupus_familiaris,NA,
IGHV3-50,IGHV3-50*01,Canis_lupus_familiaris,NA,
IGHV3-52,IGHV3-52*01,Canis_lupus_familiaris,NA,
IGHV3-54,IGHV3-54*01,Canis_lupus_familiaris,NA,
IGHV3-58,IGHV3-58*01,Canis_lupus_familiaris,NA,
IGHV3-6,IGHV3-6*01,Canis_lupus_familiaris,NA,
IGHV3-60,IGHV3-60*01,Canis_lupus_familiaris,NA,
IGHV3-61,IGHV3-61*01,Canis_lupus_familiaris,NA,
IGHV3-67,IGHV3-67*01,Canis_lupus_familiaris,NA,
IGHV3-69,IGHV3-69*01,Canis_lupus_familiaris,NA,
IGHV3-7,IGHV3-7*01,Canis_lupus_familiaris,NA,
IGHV3-70,IGHV3-70*01,Canis_lupus_familiaris,NA,
IGHV3-72,IGHV3-72*01,Canis_lupus_familiaris,NA,
IGHV3-75,IGHV3-75*01,Canis_lupus_familiaris,NA,
IGHV3-76,IGHV3-76*01,Canis_lupus_familiaris,NA,
IGHV3-78,IGHV3-78*01,Canis_lupus_familiaris,NA,
IGHV3-8,IGHV3-8*01,Canis_lupus_familiaris,NA,
IGHV3-80,IGHV3-80*01,Canis_lupus_familiaris,NA,
IGHV3-81,IGHV3-81*01,Canis_lupus_familiaris,NA,
IGHV3-82,IGHV3-82*01,Canis_lupus_familiaris,NA,
IGHV3-83,IGHV3-83*01,Canis_lupus_familiaris,NA,
IGHV3-9,IGHV3-9*01,Canis_lupus_familiaris,NA,
IGHV4-1,IGHV4-1*01,Canis_lupus_familiaris,NA,
IGKV2-10,IGKV2-10*01,Canis_lupus_familiaris,NA,
IGKV2-11,IGKV2-11*01,Canis_lupus_familiaris,NA,
IGKV2-11,IGKV2-11*02,Canis_lupus_familiaris,NA,
IGKV2-12,IGKV2-12*02,Canis_lupus_familiaris,NA,
IGKV2-13,IGKV2-13*02,Canis_lupus_familiaris,NA,
IGKV2-16,IGKV2-16*01,Canis_lupus_familiaris,NA,
IGKV2-20,IGKV2-20*01,Canis_lupus_familiaris,NA,
IGKV2-20,IGKV2-20*02,Canis_lupus_familiaris,NA,
IGKV2-4,IGKV2-4*01,Canis_lupus_familiaris,NA,
IGKV2-4,IGKV2-4*02,Canis_lupus_familiaris,NA,
IGKV2-5,IGKV2-5*01,Canis_lupus_familiaris,NA,
IGKV2-5,IGKV2-5*02,Canis_lupus_familiaris,NA,
IGKV2-8,IGKV2-8*01,Canis_lupus_familiaris,NA,
IGKV2S13,IGKV2S13*01,Canis_lupus_familiaris,NA,
IGKV3-18,IGKV3-18*01,Canis_lupus_familiaris,NA,
IGKV3-18,IGKV3-18*02,Canis_lupus_familiaris,NA,
IGKV4-1,IGKV4-1*01,Canis_lupus_familiaris,NA,
IGKV4-15,IGKV4-15*01,Canis_lupus_familiaris,NA,
IGLV1-100,IGLV1-100*01,Canis_lupus_familiaris,NA,
IGLV1-103,IGLV1-103*01,Canis_lupus_familiaris,NA,
IGLV1-104,IGLV1-104*01,Canis_lupus_familiaris,NA,
IGLV1-106,IGLV1-106*01,Canis_lupus_familiaris,NA,
IGLV1-111,IGLV1-111*01,Canis_lupus_familiaris,NA,
IGLV1-112,IGLV1-112*01,Canis_lupus_familiaris,NA,
IGLV1-113-1,IGLV1-113-1*01,Canis_lupus_familiaris,NA,
IGLV1-114,IGLV1-114*01,Canis_lupus_familiaris,NA,
IGLV1-115,IGLV1-115*01,Canis_lupus_familiaris,NA,
IGLV1-116,IGLV1-116*01,Canis_lupus_familiaris,NA,
IGLV1-118,IGLV1-118*01,Canis_lupus_familiaris,NA,
IGLV1-118-2,IGLV1-118-2*01,Canis_lupus_familiaris,NA,
IGLV1-125,IGLV1-125*01,Canis_lupus_familiaris,NA,
IGLV1-129,IGLV1-129*01,Canis_lupus_familiaris,NA,
IGLV1-130,IGLV1-130*01,Canis_lupus_familiaris,NA,
IGLV1-132,IGLV1-132*01,Canis_lupus_familiaris,NA,
IGLV1-135,IGLV1-135*01,Canis_lupus_familiaris,NA,
IGLV1-136,IGLV1-136*01,Canis_lupus_familiaris,NA,
IGLV1-138,IGLV1-138*01,Canis_lupus_familiaris,NA,
IGLV1-139,IGLV1-139*01,Canis_lupus_familiaris,NA,
IGLV1-141,IGLV1-141*01,Canis_lupus_familiaris,NA,
IGLV1-143,IGLV1-143*01,Canis_lupus_familiaris,NA,
IGLV1-144,IGLV1-144*01,Canis_lupus_familiaris,NA,
IGLV1-146,IGLV1-146*01,Canis_lupus_familiaris,NA,
IGLV1-147,IGLV1-147*01,Canis_lupus_familiaris,NA,
IGLV1-149,IGLV1-149*01,Canis_lupus_familiaris,NA,
IGLV1-150,IGLV1-150*01,Canis_lupus_familiaris,NA,
IGLV1-151,IGLV1-151*01,Canis_lupus_familiaris,NA,
IGLV1-152,IGLV1-152*01,Canis_lupus_familiaris,NA,
IGLV1-155,IGLV1-155*01,Canis_lupus_familiaris,NA,
IGLV1-157,IGLV1-157*01,Canis_lupus_familiaris,NA,
IGLV1-158,IGLV1-158*01,Canis_lupus_familiaris,NA,
IGLV1-159,IGLV1-159*01,Canis_lupus_familiaris,NA,
IGLV1-160,IGLV1-160*01,Canis_lupus_familiaris,NA,
IGLV1-162,IGLV1-162*01,Canis_lupus_familiaris,NA,
IGLV1-37,IGLV1-37*01,Canis_lupus_familiaris,NA,
IGLV1-41,IGLV1-41*01,Canis_lupus_familiaris,NA,
IGLV1-44,IGLV1-44*01,Canis_lupus_familiaris,NA,
IGLV1-45,IGLV1-45*01,Canis_lupus_familiaris,NA,
IGLV1-48,IGLV1-48*01,Canis_lupus_familiaris,NA,
IGLV1-49,IGLV1-49*01,Canis_lupus_familiaris,NA,
IGLV1-50,IGLV1-50*01,Canis_lupus_familiaris,NA,
IGLV1-54,IGLV1-54*01,Canis_lupus_familiaris,NA,
IGLV1-56,IGLV1-56*01,Canis_lupus_familiaris,NA,
IGLV1-57,IGLV1-57*01,Canis_lupus_familiaris,NA,
IGLV1-66,IGLV1-66*01,Canis_lupus_familiaris,NA,
IGLV1-68,IGLV1-68*01,Canis_lupus_familiaris,NA,
IGLV1-69,IGLV1-69*01,Canis_lupus_familiaris,NA,
IGLV1-72,IGLV1-72*01,Canis_lupus_familiaris,NA,
IGLV1-75,IGLV1-75*01,Canis_lupus_familiaris,NA,
IGLV1-78,IGLV1-78*01,Canis_lupus_familiaris,NA,
IGLV1-80,IGLV1-80*01,Canis_lupus_familiaris,NA,
IGLV1-81,IGLV1-81*01,Canis_lupus_familiaris,NA,
IGLV1-82,IGLV1-82*01,Canis_lupus_familiaris,NA,
IGLV1-84,IGLV1-84*01,Canis_lupus_familiaris,NA,
IGLV1-84-1,IGLV1-84-1*01,Canis_lupus_familiaris,NA,
IGLV1-86,IGLV1-86*01,Canis_lupus_familiaris,NA,
IGLV1-87,IGLV1-87*01,Canis_lupus_familiaris,NA,
IGLV1-89,IGLV1-89*01,Canis_lupus_familiaris,NA,
IGLV1-89-2,IGLV1-89-2*01,Canis_lupus_familiaris,NA,
IGLV1-92,IGLV1-92*01,Canis_lupus_familiaris,NA,
IGLV1-94,IGLV1-94*01,Canis_lupus_familiaris,NA,
IGLV1-96,IGLV1-96*01,Canis_lupus_familiaris,NA,
IGLV1-97-4,IGLV1-97-4*01,Canis_lupus_familiaris,NA,
IGLV1-98,IGLV1-98*01,Canis_lupus_familiaris,NA,
IGLV2-31,IGLV2-31*01,Canis_lupus_familiaris,NA,
IGLV2-31-1,IGLV2-31-1*01,Canis_lupus_familiaris,NA,
IGLV2-32,IGLV2-32*01,Canis_lupus_familiaris,NA,
IGLV3-11,IGLV3-11*01,Canis_lupus_familiaris,NA,
IGLV3-13,IGLV3-13*01,Canis_lupus_familiaris,NA,
IGLV3-14,IGLV3-14*01,Canis_lupus_familiaris,NA,
IGLV3-15,IGLV3-15*01,Canis_lupus_familiaris,NA,
IGLV3-19,IGLV3-19*01,Canis_lupus_familiaris,NA,
IGLV3-21,IGLV3-21*01,Canis_lupus_familiaris,NA,
IGLV3-23,IGLV3-23*01,Canis_lupus_familiaris,NA,
IGLV3-24,IGLV3-24*01,Canis_lupus_familiaris,NA,
IGLV3-25,IGLV3-25*01,Canis_lupus_familiaris,NA,
IGLV3-26,IGLV3-26*01,Canis_lupus_familiaris,NA,
IGLV3-27,IGLV3-27*01,Canis_lupus_familiaris,NA,
IGLV3-28,IGLV3-28*01,Canis_lupus_familiaris,NA,
IGLV3-29,IGLV3-29*01,Canis_lupus_familiaris,NA,
IGLV3-30,IGLV3-30*01,Canis_lupus_familiaris,NA,
IGLV3-7,IGLV3-7*01,Canis_lupus_familiaris,NA,
IGLV3-8,IGLV3-8*01,Canis_lupus_familiaris,NA,
IGLV4-10,IGLV4-10*01,Canis_lupus_familiaris,NA,
IGLV4-16,IGLV4-16*01,Canis_lupus_familiaris,NA,
IGLV4-20,IGLV4-20*01,Canis_lupus_familiaris,NA,
IGLV4-22,IGLV4-22*01,Canis_lupus_familiaris,NA,
IGLV4-5,IGLV4-5*01,Canis_lupus_familiaris,NA,
IGLV4-6,IGLV4-6*01,Canis_lupus_familiaris,NA,
IGLV5-109,IGLV5-109*01,Canis_lupus_familiaris,NA,
IGLV5-131,IGLV5-131*01,Canis_lupus_familiaris,NA,
IGLV5-64,IGLV5-64*01,Canis_lupus_familiaris,NA,
IGLV5-85,IGLV5-85*01,Canis_lupus_familiaris,NA,
IGLV8-102,IGLV8-102*01,Canis_lupus_familiaris,NA,
IGLV8-108,IGLV8-108*01,Canis_lupus_familiaris,NA,
IGLV8-113,IGLV8-113*01,Canis_lupus_familiaris,NA,
IGLV8-119,IGLV8-119*01,Canis_lupus_familiaris,NA,
IGLV8-121,IGLV8-121*01,Canis_lupus_familiaris,NA,
IGLV8-128,IGLV8-128*01,Canis_lupus_familiaris,NA,
IGLV8-142,IGLV8-142*01,Canis_lupus_familiaris,NA,
IGLV8-150-1,IGLV8-150-1*01,Canis_lupus_familiaris,NA,
IGLV8-153,IGLV8-153*01,Canis_lupus_familiaris,NA,
IGLV8-161,IGLV8-161*01,Canis_lupus_familiaris,NA,
IGLV8-36,IGLV8-36*01,Canis_lupus_familiaris,NA,
IGLV8-39,IGLV8-39*01,Canis_lupus_familiaris,NA,
IGLV8-40,IGLV8-40*01,Canis_lupus_familiaris,NA,
IGLV8-43,IGLV8-43*01,Canis_lupus_familiaris,NA,
IGLV8-74-1,IGLV8-74-1*01,Canis_lupus_familiaris,NA,
IGLV8-93,IGLV8-93*01,Canis_lupus_familiaris,NA,
IGLV8-99,IGLV8-99*01,Canis_lupus_familiaris,NA,
TRAV10,TRAV10*01,Canis_lupus_familiaris,NA,
TRAV12,TRAV12*01,Canis_lupus_familiaris,NA,
TRAV17,TRAV17*01,Canis_lupus_familiaris,NA,
TRAV19,TRAV19*01,Canis_lupus_familiaris,NA,
TRAV21,TRAV21*01,Canis_lupus_familiaris,NA,
TRAV22,TRAV22*01,Canis_lupus_familiaris,NA,
TRAV23,TRAV23*01,Canis_lupus_familiaris,NA,
TRAV24,TRAV24*01,Canis_lupus_familiaris,NA,
TRAV25,TRAV25*01,Canis_lupus_familiaris,NA,
TRAV27,TRAV27*01,Canis_lupus_familiaris,NA,
TRAV28,TRAV28*01,Canis_lupus_familiaris,NA,
TRAV29,TRAV29*01,Canis_lupus_familiaris,NA,
TRAV33,TRAV33*01,Canis_lupus_familiaris,NA,
TRAV34,TRAV34*01,Canis_lupus_familiaris,NA,
TRAV35,TRAV35*01,Canis_lupus_familiaris,NA,
TRAV37,TRAV37*01,Canis_lupus_familiaris,NA,
TRAV40,TRAV40*01,Canis_lupus_familiaris,NA,
TRAV43-4,TRAV43-4*01,Canis_lupus_familiaris,NA,
TRAV43-5,TRAV43-5*01,Canis_lupus_familiaris,NA,
TRAV43-6,TRAV43-6*01,Canis_lupus_familiaris,NA,
TRAV46,TRAV46*01,Canis_lupus_familiaris,NA,
TRAV8-2,TRAV8-2*01,Canis_lupus_familiaris,NA,
TRAV9-10,TRAV9-10*01,Canis_lupus_familiaris,NA,
TRAV9-11,TRAV9-11*01,Canis_lupus_familiaris,NA,
TRAV9-12,TRAV9-12*01,Canis_lupus_familiaris,NA,
TRAV9-13,TRAV9-13*01,Canis_lupus_familiaris,NA,
TRAV9-4,TRAV9-4*01,Canis_lupus_familiaris,NA,
TRAV9-7,TRAV9-7*01,Canis_lupus_familiaris,NA,
TRAV9-8,TRAV9-8*01,Canis_lupus_familiaris,NA,
TRAV9-9,TRAV9-9*01,Canis_lupus_familiaris,NA,
TRBV18,TRBV18*01,Canis_lupus_familiaris,NA,
TRBV21,TRBV21*01,Canis_lupus_familiaris,NA,
TRBV3-1,TRBV3-1*01,Canis_lupus_familiaris,NA,
TRBV3-2,TRBV3-2*01,Canis_lupus_familiaris,NA,
TRBV3-3,TRBV3-3*01,Canis_lupus_familiaris,NA,
TRBV4-1,TRBV4-1*01,Canis_lupus_familiaris,NA,
TRBV4-2,TRBV4-2*01,Canis_lupus_familiaris,NA,
TRBV4-3,TRBV4-3*01,Canis_lupus_familiaris,NA,
TRBV4-4,TRBV4-4*01,Canis_lupus_familiaris,NA,
TRBV5-4,TRBV5-4*01,Canis_lupus_familiaris,NA,
TRBV7,TRBV7*01,Canis_lupus_familiaris,NA,
TRDV5,TRDV5*01,Canis_lupus_familiaris,NA,
TRGV2-2,TRGV2-2*01,Canis_lupus_familiaris,NA,
TRGV2-3,TRGV2-3*01,Canis_lupus_familiaris,NA,
TRGV2-4,TRGV2-4*01,Canis_lupus_familiaris,NA,
TRGV7-2,TRGV7-2*01,Canis_lupus_familiaris,NA,
TRGV7-3,TRGV7-3*01,Canis_lupus_familiaris,NA,
IGKV1-17,IGKV1-17*01,Capra_hircus,NA,
IGKV1-21,IGKV1-21*01,Capra_hircus,NA,
IGKV1-6,IGKV1-6*01,Capra_hircus,NA,
IGKV2-14,IGKV2-14*01,Capra_hircus,NA,
IGLV1-17,IGLV1-17*01,Capra_hircus,NA,
IGLV1-23,IGLV1-23*01,Capra_hircus,NA,
IGLV1-27,IGLV1-27*01,Capra_hircus,NA,
IGLV1-30,IGLV1-30*01,Capra_hircus,NA,
IGLV1-34,IGLV1-34*01,Capra_hircus,NA,
IGLV1-39,IGLV1-39*01,Capra_hircus,NA,
IGLV1-53,IGLV1-53*01,Capra_hircus,NA,
IGLV1-59,IGLV1-59*01,Capra_hircus,NA,
IGLV1-62,IGLV1-62*01,Capra_hircus,NA,
IGLV2-10,IGLV2-10*01,Capra_hircus,NA,
IGLV2-11,IGLV2-11*01,Capra_hircus,NA,
IGLV2-12,IGLV2-12*01,Capra_hircus,NA,
IGLV2-13,IGLV2-13*01,Capra_hircus,NA,
IGLV2-14,IGLV2-14*01,Capra_hircus,NA,
IGLV5-25,IGLV5-25*01,Capra_hircus,NA,
IGLV5-55,IGLV5-55*01,Capra_hircus,NA,
IGLV5-71,IGLV5-71*01,Capra_hircus,NA,
IGLV5-73,IGLV5-73*01,Capra_hircus,NA,
IGLV8-28,IGLV8-28*01,Capra_hircus,NA,
IGLV8-41,IGLV8-41*01,Capra_hircus,NA,
IGLV8-51,IGLV8-51*01,Capra_hircus,NA,
IGHV1-1,IGHV1-1*01,Danio_rerio,NA,
IGHV1-2,IGHV1-2*01,Danio_rerio,NA,
IGHV1-3,IGHV1-3*01,Danio_rerio,NA,
IGHV1-4,IGHV1-4*01,Danio_rerio,NA,
IGHV1-5,IGHV1-5*01,Danio_rerio,NA,
IGHV10-1,IGHV10-1*01,Danio_rerio,NA,
IGHV11-1,IGHV11-1*01,Danio_rerio,NA,
IGHV11-2,IGHV11-2*01,Danio_rerio,NA,
IGHV12-1,IGHV12-1*01,Danio_rerio,NA,
IGHV13-2,IGHV13-2*01,Danio_rerio,NA,
IGHV14-1,IGHV14-1*01,Danio_rerio,NA,
IGHV2-1,IGHV2-1*01,Danio_rerio,NA,
IGHV2-2,IGHV2-2*01,Danio_rerio,NA,
IGHV2-3,IGHV2-3*01,Danio_rerio,NA,
IGHV4-2,IGHV4-2*01,Danio_rerio,NA,
IGHV4-3,IGHV4-3*01,Danio_rerio,NA,
IGHV4-5,IGHV4-5*01,Danio_rerio,NA,
IGHV4-6,IGHV4-6*01,Danio_rerio,NA,
IGHV4-7,IGHV4-7*01,Danio_rerio,NA,
IGHV4-8,IGHV4-8*01,Danio_rerio,NA,
IGHV4-9,IGHV4-9*01,Danio_rerio,NA,
IGHV5-1,IGHV5-1*01,Danio_rerio,NA,
IGHV5-2,IGHV5-2*01,Danio_rerio,NA,
IGHV5-3,IGHV5-3*01,Danio_rerio,NA,
IGHV5-4,IGHV5-4*01,Danio_rerio,NA,
IGHV5-5,IGHV5-5*01,Danio_rerio,NA,
IGHV5-7,IGHV5-7*01,Danio_rerio,NA,
IGHV5-8,IGHV5-8*01,Danio_rerio,NA,
IGHV6-1,IGHV6-1*01,Danio_rerio,NA,
IGHV6-2,IGHV6-2*01,Danio_rerio,NA,
IGHV7-1,IGHV7-1*01,Danio_rerio,NA,
IGHV8-1,IGHV8-1*01,Danio_rerio,NA,
IGHV8-2,IGHV8-2*01,Danio_rerio,NA,
IGHV8-3,IGHV8-3*01,Danio_rerio,NA,
IGHV8-4,IGHV8-4*01,Danio_rerio,NA,
IGHV9-1,IGHV9-1*01,Danio_rerio,NA,
IGHV9-2,IGHV9-2*01,Danio_rerio,NA,
IGHV9-3,IGHV9-3*01,Danio_rerio,NA,
IGHV9-4,IGHV9-4*01,Danio_rerio,NA,
IGIV1-1,IGIV1-1*01,Danio_rerio,NA,
IGIV1-2,IGIV1-2*01,Danio_rerio,NA,
IGIV2,IGIV2*01,Danio_rerio,NA,
IGIV3-1,IGIV3-1*01,Danio_rerio,NA,
IGIV3-3,IGIV3-3*01,Danio_rerio,NA,
IGIV4-1,IGIV4-1*01,Danio_rerio,NA,
IGIV6S1,IGIV6S1*01,Danio_rerio,NA,
IGIV6S2,IGIV6S2*01,Danio_rerio,NA,
IGIV7S1,IGIV7S1*01,Danio_rerio,NA,
IGIV7S2,IGIV7S2*01,Danio_rerio,NA,
IGIV8S1,IGIV8S1*01,Danio_rerio,NA,
TRAV1-1,TRAV1-1*01,Danio_rerio,NA,
TRAV1-1,TRAV1-1*02,Danio_rerio,NA,
TRAV10-1,TRAV10-1*02,Danio_rerio,NA,
TRAV10-2,TRAV10-2*02,Danio_rerio,NA,
TRAV10-4,TRAV10-4*01,Danio_rerio,NA,
TRAV11-1,TRAV11-1*02,Danio_rerio,NA,
TRAV11-2,TRAV11-2*01,Danio_rerio,NA,
TRAV11-3,TRAV11-3*02,Danio_rerio,NA,
TRAV11-4,TRAV11-4*01,Danio_rerio,NA,
TRAV11-4,TRAV11-4*02,Danio_rerio,NA,
TRAV11-4,TRAV11-4*03,Danio_rerio,NA,
TRAV11-5,TRAV11-5*01,Danio_rerio,NA,
TRAV11-5,TRAV11-5*02,Danio_rerio,NA,
TRAV11-5,TRAV11-5*03,Danio_rerio,NA,
TRAV11-6,TRAV11-6*02,Danio_rerio,NA,
TRAV13-2,TRAV13-2*01,Danio_rerio,NA,
TRAV13-2,TRAV13-2*02,Danio_rerio,NA,
TRAV13-3,TRAV13-3*01,Danio_rerio,NA,
TRAV13-3,TRAV13-3*02,Danio_rerio,NA,
TRAV15-1,TRAV15-1*01,Danio_rerio,NA,
TRAV16-1/DV1-1,TRAV16-1/DV1-1*01,Danio_rerio,NA,
TRAV17-1,TRAV17-1*02,Danio_rerio,NA,
TRAV18-10,TRAV18-10*01,Danio_rerio,NA,
TRAV18-10,TRAV18-10*02,Danio_rerio,NA,
TRAV18-10,TRAV18-10*03,Danio_rerio,NA,
TRAV18-11,TRAV18-11*01,Danio_rerio,NA,
TRAV18-11,TRAV18-11*02,Danio_rerio,NA,
TRAV18-11,TRAV18-11*03,Danio_rerio,NA,
TRAV18-11,TRAV18-11*04,Danio_rerio,NA,
TRAV18-12,TRAV18-12*01,Danio_rerio,NA,
TRAV18-12,TRAV18-12*02,Danio_rerio,NA,
TRAV18-12,TRAV18-12*03,Danio_rerio,NA,
TRAV18-2,TRAV18-2*02,Danio_rerio,NA,
TRAV18-3,TRAV18-3*01,Danio_rerio,NA,
TRAV18-6,TRAV18-6*01,Danio_rerio,NA,
TRAV18-7,TRAV18-7*01,Danio_rerio,NA,
TRAV18-7,TRAV18-7*02,Danio_rerio,NA,
TRAV18-8,TRAV18-8*01,Danio_rerio,NA,
TRAV18-8,TRAV18-8*02,Danio_rerio,NA,
TRAV18-9,TRAV18-9*01,Danio_rerio,NA,
TRAV18-9,TRAV18-9*02,Danio_rerio,NA,
TRAV18-9,TRAV18-9*03,Danio_rerio,NA,
TRAV19-1,TRAV19-1*02,Danio_rerio,NA,
TRAV2-1,TRAV2-1*02,Danio_rerio,NA,
TRAV20-2,TRAV20-2*01,Danio_rerio,NA,
TRAV20-3,TRAV20-3*02,Danio_rerio,NA,
TRAV21-2,TRAV21-2*01,Danio_rerio,NA,
TRAV21-5,TRAV21-5*01,Danio_rerio,NA,
TRAV22-2,TRAV22-2*02,Danio_rerio,NA,
TRAV22-3/DV2-1,TRAV22-3/DV2-1*01,Danio_rerio,NA,
TRAV22-3/DV2-1,TRAV22-3/DV2-1*02,Danio_rerio,NA,
TRAV22-4/DV2-2,TRAV22-4/DV2-2*01,Danio_rerio,NA,
TRAV22-4/DV2-2,TRAV22-4/DV2-2*02,Danio_rerio,NA,
TRAV22-4/DV2-2,TRAV22-4/DV2-2*03,Danio_rerio,NA,
TRAV24-1,TRAV24-1*02,Danio_rerio,NA,
TRAV24-2,TRAV24-2*03,Danio_rerio,NA,
TRAV25-1,TRAV25-1*02,Danio_rerio,NA,
TRAV25-1,TRAV25-1*03,Danio_rerio,NA,
TRAV25-2,TRAV25-2*02,Danio_rerio,NA,
TRAV25-3,TRAV25-3*02,Danio_rerio,NA,
TRAV25-3,TRAV25-3*03,Danio_rerio,NA,
TRAV26-1,TRAV26-1*01,Danio_rerio,NA,
TRAV26-1,TRAV26-1*02,Danio_rerio,NA,
TRAV26-1,TRAV26-1*03,Danio_rerio,NA,
TRAV26-2,TRAV26-2*01,Danio_rerio,NA,
TRAV26-2,TRAV26-2*02,Danio_rerio,NA,
TRAV26-2,TRAV26-2*03,Danio_rerio,NA,
TRAV27-1,TRAV27-1*01,Danio_rerio,NA,
TRAV27-1,TRAV27-1*02,Danio_rerio,NA,
TRAV27-1,TRAV27-1*03,Danio_rerio,NA,
TRAV29-1,TRAV29-1*02,Danio_rerio,NA,
TRAV29-1,TRAV29-1*03,Danio_rerio,NA,
TRAV29-3,TRAV29-3*01,Danio_rerio,NA,
